time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
37.668668,-0.2151,0.1468,0.0817,0.273
37.688419,-0.2494,0.2115,0.1803,0.373
37.708757,-0.1924,0.0878,-0.1851,0.281
37.728434,-0.2252,-0.0484,0.1869,0.297
37.748265,-0.106,0.0464,0.0393,0.122
37.768829,0.069,-0.0023,-0.0615,0.093
37.788718,0.4268,-0.6522,-0.0266,0.78
37.809071,0.0171,0.2074,-0.2775,0.347
37.828573,0.0324,0.5291,0.2772,0.598
37.848209,-0.2344,0.1745,-0.1494,0.328
37.868099,0.1303,0.3501,-0.7105,0.803
37.888069,-0.0037,0.3364,0.2412,0.414
37.908779,0.6045,0.1624,0.3413,0.713
37.928807,0.0758,-0.5373,-0.2409,0.594
37.948137,-0.2323,-0.3496,-0.1712,0.453
37.970643,-0.1314,0.1049,0.0297,0.171
37.987633,0.0009,0.2501,-0.0261,0.251
38.0078,0.1085,0.1671,0.1679,0.261
38.027774,-0.0233,-0.0557,0.0961,0.114
38.047678,0.2169,-0.1306,0.07,0.263
38.068319,0.0202,-0.2577,-0.0844,0.272
38.088108,-0.1602,-0.3017,0.0965,0.355
38.108132,-0.2235,-0.171,0.0668,0.289
38.127155,-0.1645,-0.0087,0.1279,0.209
38.147044,-0.074,0.0967,0.196,0.231
38.166839,0.0815,0.1293,-0.0157,0.154
38.187106,-0.0252,0.1611,0.0211,0.164
38.20737,0.1085,0.0845,0.024,0.14
38.227229,0.0616,-0.2406,-0.127,0.279
38.247292,-0.1486,-0.262,-0.1123,0.321
38.271088,-0.0336,-0.1962,-0.0507,0.205
38.287581,-0.1165,-0.1239,0.0824,0.189
38.314256,-0.0596,-0.1093,0.0748,0.145
38.327535,-0.0901,-0.2874,0.0785,0.311
38.34662,-0.0167,-0.1002,-0.0818,0.13
38.366405,0.1273,0.1662,-0.0461,0.214
38.386344,0.0815,0.3546,0.0055,0.364
38.406911,0.1431,0.38,0.039,0.408
38.42674,0.0581,0.348,0.0122,0.353
38.447429,1.0843,5.6706,-0.857,5.837
38.468804,-1.0005,-2.9463,1.4394,3.428
38.487395,-0.6464,-3.9746,-1.6402,4.348
38.509228,-0.416,1.3838,0.251,1.467
38.527223,0.729,0.1762,-0.0535,0.752
38.546972,-0.1201,-0.3495,0.1089,0.385
38.568469,-0.0727,-0.0888,-0.0806,0.14
38.586396,0.6818,-0.4136,-0.1191,0.806
38.606801,-0.0508,0.46,0.3177,0.561
38.626593,0.0864,0.2929,-0.057,0.311
38.646377,-0.0937,0.1837,0.0154,0.207
38.66859,-0.2562,-0.0204,0.1496,0.297
38.687279,-0.0572,-0.1571,0.0613,0.178
38.708123,0.1103,-0.1306,0.0239,0.173
38.726914,0.2474,-0.0168,0.0712,0.258
38.746246,-0.085,-0.0419,0.0103,0.095
38.767538,-0.2731,-0.4824,-0.0917,0.562
38.78567,-0.1729,-0.2132,-0.1167,0.298
38.806414,0.1998,0.1784,0.1289,0.297
38.825724,0.2606,0.3913,0.1221,0.486
38.845593,0.1363,-0.166,-0.024,0.216
38.867836,0.0301,-0.4252,-0.2584,0.498
38.885771,0.0342,-0.5797,-0.1765,0.607
38.907126,0.0847,-0.4205,-0.0424,0.431
38.926598,0.0734,-0.1031,0.1475,0.194
38.945658,-0.1001,0.0387,0.1929,0.221
38.967251,-0.2665,0.2372,0.0448,0.36
38.985362,-0.1733,-0.0159,-0.0466,0.18
39.005647,-0.0815,-0.0247,0.0043,0.085
39.025566,-0.0051,0.0787,-0.0144,0.08
39.045231,-0.0952,0.1208,-0.1004,0.184
39.066447,0.1868,-0.0004,-0.2963,0.35
39.085065,-0.0778,0.164,0.1242,0.22
39.106997,-0.1107,0.2593,0.222,0.359
39.125855,-0.0714,0.2157,0.1433,0.269
39.145738,0.1518,-0.1137,-0.0984,0.214
39.165721,0.0299,-0.4532,-0.2704,0.529
39.18533,0.0246,-0.4077,-0.097,0.42
39.20521,0.003,-0.3544,0.0683,0.361
39.224998,0.27,0.1393,0.2855,0.417
39.244655,0.0773,-0.2778,0.1679,0.334
39.265034,-0.097,-0.2364,-0.0012,0.256
39.285112,0.0728,-0.1058,-0.0345,0.133
39.306781,0.0523,-0.0484,-0.2359,0.246
39.324883,0.4813,0.0072,0.1888,0.517
39.344918,-0.5237,-0.4475,0.0505,0.691
39.366353,-0.5356,-0.7216,0.2281,0.927
39.384885,-0.2608,-0.4259,0.1247,0.515
39.405024,0.3321,-0.3566,-0.0456,0.489
39.424648,0.2059,-0.552,0.1542,0.609
39.446387,0.2663,-0.0563,-0.0736,0.282
39.464386,0.2276,-0.1477,0.0722,0.281
39.484123,-0.1245,0.1618,-0.1436,0.25
39.503904,-0.0461,0.3192,-0.1468,0.354
39.523951,0.1994,-0.1283,0.1376,0.274
39.54408,0.6039,-0.3328,0.1966,0.717
39.563287,0.1378,-0.046,0.1303,0.195
39.584033,-0.2565,0.1832,0.1077,0.333
39.605816,0.1175,0.5757,-0.5441,0.801
39.626109,-0.3301,0.7388,0.1619,0.825
39.644265,0.0089,0.1901,-0.0345,0.193
39.663932,0.1811,-0.4986,-0.1101,0.542
39.684943,0.2395,-0.6331,-0.0722,0.681
39.705811,0.0556,-0.1337,0.1215,0.189
39.723645,-0.1896,-0.075,0.0162,0.205
39.743563,-0.2781,-0.3727,0.0684,0.47
39.768006,-0.1656,-0.2866,-0.0668,0.338
39.783351,0.1543,-0.2521,0.1423,0.328
39.805117,-0.0823,-0.3559,-0.0409,0.368
39.823936,-0.0534,-0.6335,-0.0463,0.637
39.843827,-0.0182,-0.2553,0.0594,0.263
39.86339,-0.314,-0.1916,-0.1571,0.4
39.883949,-0.1213,-0.1859,0.0746,0.234
39.904573,0.4026,-0.382,0.1673,0.58
39.923147,0.3141,-0.3592,0.0199,0.478
39.943269,0.1393,-1.1506,-0.3709,1.217
39.964782,0.0456,-0.7575,-0.0191,0.759
39.982932,0.1148,0.0085,0.1558,0.194
40.005556,0.3302,0.6562,0.1358,0.747
40.023615,0.655,1.1919,0.1975,1.374
40.043178,0.7076,1.3136,-0.0975,1.495
40.062757,-0.0256,1.3947,-0.2564,1.418
40.082945,-1.0701,1.8376,-0.118,2.13
40.102931,-1.0881,2.9255,-0.3407,3.14
40.122695,-0.5668,2.7293,-0.0473,2.788
40.143211,0.6183,0.6357,-0.1216,0.895
40.162356,0.4833,0.596,0.076,0.771
40.184426,-0.6923,-0.1508,0.2929,0.767
40.204169,-0.4141,-1.6701,0.2184,1.735
40.222899,-0.5891,-0.3104,-0.037,0.667
40.242541,-0.4984,0.2822,0.0254,0.573
40.262074,-0.18,0.2443,0.1325,0.331
40.282047,-0.0886,0.4387,0.0525,0.451
40.303045,-0.0027,0.2269,0.0669,0.237
40.325132,-0.1448,0.1055,-0.0344,0.182
40.342144,-0.0312,0.2639,0.0281,0.267
40.362132,0.1089,0.0488,0.0799,0.144
40.384378,0.1602,-0.2985,-0.1332,0.364
40.402061,0.0635,-0.3401,-0.1675,0.384
40.422379,-0.0247,-0.2161,-0.2266,0.314
40.442402,-0.2423,-0.0488,-0.1141,0.272
40.463939,-0.2969,-0.156,-0.0116,0.336
40.482557,-0.3437,-0.3808,0.1371,0.531
40.506537,-0.0388,-0.3393,-0.1279,0.365
40.522434,0.0158,-0.2061,-0.0706,0.218
40.541883,-0.1193,-0.8348,0.0197,0.844
40.561375,-0.2057,-0.5067,-0.1689,0.572
40.586182,0.1455,-0.4464,-0.0517,0.472
40.600909,-0.1682,-0.3342,0.1494,0.403
40.623284,0.1912,-0.6051,0.0017,0.635
40.641269,-0.0261,-0.5108,0.0859,0.519
40.663015,-0.3266,-0.5625,0.0314,0.651
40.685576,-0.1289,-0.4918,-0.1035,0.519
40.70114,-0.1297,-0.5504,-0.0507,0.568
40.722356,0.395,-0.4174,0.1485,0.594
40.741295,0.1133,-0.5925,0.0047,0.603
40.761099,-0.5471,-0.9949,-0.1394,1.144
40.78425,-0.338,-0.9685,0.1478,1.036
40.800585,0.4023,-0.9792,0.462,1.155
40.821103,0.2553,-0.3032,0.0125,0.397
40.841053,-0.3899,0.1006,-0.2365,0.467
40.860996,0.0888,0.1632,-0.1395,0.232
40.880219,0.1431,-0.0079,-0.3942,0.419
40.901838,0.0959,0.3398,-0.2961,0.461
40.921417,-0.1439,0.2768,-0.1664,0.354
40.941251,0.0353,-0.1002,-0.2227,0.247
40.961266,-0.0328,-0.2888,-0.3803,0.479
40.981234,-0.1152,-0.912,-0.286,0.963
41.000569,-0.032,-0.2638,-0.5263,0.59
41.020481,-0.0166,-0.5082,0.0717,0.514
41.041057,0.0476,-0.7966,-0.1926,0.821
41.060548,-0.4447,-0.3124,-0.5209,0.753
41.080417,-0.7248,-1.2351,-0.0236,1.432
41.100662,-0.4343,-0.7349,0.0465,0.855
41.120896,0.2143,-0.142,0.1675,0.307
41.141126,1.2382,1.2005,0.3236,1.755
41.161566,-1.2497,2.0012,-1.5018,2.797
41.189599,-2.2044,1.2233,-3.5215,4.331
41.199967,-3.1769,0.7184,-3.8268,5.025
41.220926,-2.3325,0.9716,-1.7681,3.084
41.240905,-0.6734,2.229,-1.1418,2.593
41.260703,-1.743,1.2777,-2.5725,3.36
41.281748,-3.4998,1.8966,-2.4503,4.674
41.30095,-4.4855,2.3861,-1.552,5.312
41.323707,-4.9976,2.8553,-1.0794,5.856
41.340688,-5.0638,2.6566,-1.2202,5.847
41.360078,-4.5142,2.5854,-1.4574,5.402
41.381885,-3.696,2.6186,-1.5098,4.775
41.399398,-3.1746,1.7549,-1.2778,3.846
41.420622,-2.4141,1.2451,-0.4255,2.749
41.443162,-1.4591,1.3231,0.3237,1.996
41.459714,-1.7159,1.8549,0.8924,2.68
41.479503,-0.804,1.4248,0.7844,1.814
41.499513,0.3701,-0.5094,-0.5601,0.843
41.520277,0.5308,-1.5129,-1.4499,2.162
41.540059,1.0698,-0.7202,-0.5833,1.415
41.560023,1.3018,0.4052,0.2611,1.388
41.589704,1.1367,0.0849,-0.4903,1.241
41.600254,1.379,-2.2607,-2.4381,3.6
41.620212,3.5153,-3.1318,-2.8844,5.521
41.640317,3.0445,-1.962,-1.5904,3.956
41.659653,0.9185,-1.0171,-1.0737,1.741
41.680542,0.5559,-2.2291,-2.3587,3.293
41.699032,2.9037,-3.526,-2.8614,5.39
41.719919,4.1402,-2.8536,-2.3152,5.536
41.739224,2.1786,-1.2014,-1.2026,2.763
41.758953,0.2188,-0.7028,-1.1322,1.35
41.779528,0.4285,-1.5698,-2.5296,3.008
41.800775,1.8227,-2.7909,-2.8302,4.373
41.819871,1.7304,-2.4108,-2.1048,3.638
41.839927,0.1933,-2.017,0.3627,2.058
41.860254,-2.3802,-0.7066,3.5932,4.368
41.879565,-0.5524,-1.183,3.1252,3.387
41.899031,0.0596,-1.9406,0.7889,2.096
41.92108,-0.5808,-2.4184,-2.535,3.551
41.938478,-1.2056,-1.9353,-2.4254,3.329
41.958565,-0.6354,-1.1006,-1.7074,2.128
41.978244,0.641,-0.5452,-1.7009,1.898
41.998502,1.3205,-0.7787,-1.8014,2.365
42.019244,0.7536,-0.7612,-1.7323,2.037
42.040231,-0.6579,-0.7104,-1.4883,1.776
42.057726,0.4472,-0.8056,-2.1167,2.309
42.077364,-0.2083,-0.0623,-1.2229,1.242
42.098166,0.5419,-0.2853,-2.1455,2.231
42.118824,0.1497,-0.5172,-2.6382,2.693
42.138051,-0.1946,-0.4675,-0.9024,1.035
42.158379,0.4005,-0.8924,0.3323,1.033
42.178409,0.7157,-1.0048,-0.9607,1.564
42.200286,-0.4701,0.6358,-1.2278,1.46
42.218275,0.4233,0.125,-1.2235,1.301
42.237645,0.4022,-1.0315,-1.269,1.684
42.257753,-1.1168,-0.8991,-0.8403,1.662
42.278386,-1.0714,-0.4274,0.7076,1.353
42.297195,-0.9587,-0.5379,0.5492,1.229
42.317597,-1.0512,-0.1987,-0.6385,1.246
42.337412,-0.8042,-0.3308,-0.9946,1.321
42.357617,0.3327,-0.7768,-0.9384,1.263
42.379271,0.4242,-0.5696,-0.4654,0.849
42.397179,-0.6896,-0.4589,-0.0082,0.828
42.417206,-1.365,-1.02,0.3809,1.746
42.438221,-1.7717,-1.0007,0.6904,2.149
42.457333,-1.6242,-0.3724,1.0499,1.97
42.477042,-1.8153,0.3729,1.5608,2.423
42.499569,-1.3169,0.6724,1.6397,2.208
42.517881,-0.6476,0.6079,1.9154,2.111
42.536992,0.5803,1.7985,1.199,2.238
42.557019,2.0826,1.8032,2.4503,3.687
42.581933,0.972,1.1537,2.105,2.59
42.602074,-0.3114,0.215,1.6171,1.661
42.616309,-0.757,-0.8355,0.7105,1.333
42.636774,-0.546,-0.6643,-0.105,0.866
42.65695,1.5291,0.7934,0.3186,1.752
42.676497,2.1926,0.919,1.0476,2.598
42.696554,0.5974,-0.0673,0.3079,0.675
42.716624,-0.0703,-0.8876,-0.1555,0.904
42.736931,-0.2755,0.0689,-0.6132,0.676
42.756963,-0.6303,0.1391,-0.7498,0.989
42.776568,0.2499,0.0301,-0.7216,0.764
42.796488,0.1163,0.0095,-0.6894,0.699
42.816038,0.1596,0.1197,-0.0563,0.207
42.836306,0.3788,-0.1081,0.0026,0.394
42.856315,0.5182,-0.3649,0.0988,0.641
42.876034,-0.2959,-0.0993,-0.2557,0.404
42.897921,-0.2355,0.2722,-0.6737,0.764
42.91756,-0.3841,0.3191,-0.3216,0.594
42.937068,-0.4212,0.0355,-0.2144,0.474
42.956061,-0.0348,0.0081,-0.5912,0.592
42.976039,0.139,-0.0302,-0.6373,0.653
42.99949,-0.03,-0.4092,-0.5,0.647
43.015437,-0.9499,-0.0484,0.1168,0.958
43.035613,0.4826,0.5431,-0.5213,0.894
43.055516,-0.7864,0.2651,-1.1989,1.458
43.075411,-0.3268,0.2968,0.4875,0.658
43.095297,0.0682,0.0792,-0.6,0.609
43.115819,0.0577,-0.1867,-0.5173,0.553
43.139039,0.11,-0.1619,-0.6236,0.654
43.155661,0.0038,-0.0029,-0.2192,0.219
43.175337,-0.4869,-0.4117,-1.4962,1.626
43.195384,0.8386,0.2004,-0.2845,0.908
43.214976,0.0644,-0.2377,-0.4492,0.512
43.235154,-0.1196,0.2111,-0.4051,0.472
43.255286,-0.0487,0.2443,0.0352,0.252
43.274974,0.1171,-0.1994,-0.0852,0.246
43.298418,0.0628,-0.3095,-0.1666,0.357
43.315023,-0.0314,-0.2177,-0.2312,0.319
43.335485,-0.1253,-0.1301,-0.1532,0.237
43.355404,-0.1206,0.0174,-0.0726,0.142
43.37521,0.0497,0.0556,-0.0754,0.106
43.394818,0.0178,-0.0477,-0.2164,0.222
43.414306,-0.0194,-0.1463,-0.6029,0.621
43.434899,-0.1894,0.0926,-0.8881,0.913
43.454791,-0.4674,-0.017,-0.9888,1.094
43.474536,-0.1574,0.2626,-0.3895,0.495
43.4949,-0.0463,0.0662,-0.3593,0.368
43.51514,0.1329,0.0558,-0.1344,0.197
43.535271,-0.1294,-0.0454,-0.1487,0.202
43.554631,0.0219,0.1943,-0.0135,0.196
43.574567,0.0385,0.1359,-0.142,0.2
43.595198,0.1534,-0.0677,-0.2407,0.293
43.614503,0.1011,-0.1236,-0.3924,0.424
43.634534,0.0961,0.0702,-0.1903,0.224
43.654447,0.0497,0.0845,-0.1566,0.185
43.674229,0.0339,0.0592,-0.193,0.205
43.694775,0.187,-0.0246,-0.0779,0.204
43.714237,0.1581,0.1164,-0.0703,0.209
43.734223,0.0198,0.1219,-0.3026,0.327
43.754187,-1.3443,0.3067,-0.4214,1.442
43.775525,0.6544,-0.1553,-0.0123,0.673
43.795624,-0.0329,0.333,-0.4977,0.6
43.813624,-0.2099,0.0916,-0.6188,0.66
43.836536,-0.3079,-0.0402,-0.4597,0.555
43.854378,-0.2929,-0.0728,0.0959,0.317
43.880764,-0.3347,-0.2713,0.2744,0.511
43.89329,-0.3335,-0.3442,0.3124,0.572
43.913544,-0.2404,-0.3193,0.1593,0.43
43.933765,-0.2427,-0.1761,0.2825,0.412
43.953714,-0.1389,-0.1474,0.238,0.313
43.976419,0.0855,-0.1618,-0.089,0.204
43.993072,0.2018,-0.1216,-0.1239,0.266
44.012843,0.303,-0.1065,-0.0919,0.334
44.033343,0.1904,-0.0323,0.061,0.203
44.05334,0.2096,-0.0369,-0.0356,0.216
44.07532,0.0738,0.1893,0.0245,0.205
44.094067,0.0587,0.311,-0.0083,0.317
44.1137,-0.0802,0.2944,-0.1013,0.321
44.135709,0.5032,0.1372,0.1889,0.555
44.153703,-0.0625,0.2723,-0.275,0.392
44.172882,-0.2437,0.1481,-0.4652,0.546
44.192754,0.3206,-0.1479,-0.1599,0.388
44.212469,0.1597,0.1945,-0.4493,0.515
44.23304,-0.0475,0.109,-0.2466,0.274
44.253099,0.086,0.0385,-0.0294,0.099
44.272626,0.0291,0.1522,0.0013,0.155
44.297966,-0.0457,0.0544,-0.079,0.106
44.312834,0.1832,-0.0692,0.0234,0.197
44.334985,0.0286,-0.1339,0.0196,0.138
44.352595,0.0739,-0.1007,0.1107,0.167
44.372418,-0.1028,-0.0891,0.0255,0.138
44.392819,-0.0179,-0.0215,0.0956,0.1
44.412069,-0.0294,0.1058,0.0908,0.142
44.432934,0.0267,0.0394,0.0075,0.048
44.452566,0.0841,-0.0634,0.0197,0.107
44.472466,0.0869,-0.0448,0.0798,0.126
44.494819,0.0659,-0.0803,0.0319,0.109
44.512229,-0.0446,-0.0613,-0.114,0.137
44.53453,-0.0276,-0.0497,-0.2838,0.289
44.552238,-0.0658,-0.0448,-0.1088,0.135
44.572121,-0.0883,0.0579,0.14,0.175
44.592668,-0.0977,0.0714,0.1816,0.218
44.611861,-0.1157,0.0466,0.0704,0.143
44.633711,-0.0793,-0.0337,-0.0375,0.094
44.652569,-0.0092,-0.1082,-0.0965,0.145
44.671114,-0.0091,-0.1731,-0.0699,0.187
44.690956,-0.0548,-0.1542,-0.0055,0.164
44.71127,-0.0131,-0.0865,-0.0374,0.095
44.733241,-0.0883,0.0032,0.079,0.119
44.751801,-0.1146,0.0398,0.0166,0.122
44.771573,-0.312,0.1508,-0.0162,0.347
44.791929,-0.1302,0.19,0.0712,0.241
44.811596,0.0723,-0.1126,-0.1285,0.186
44.832579,-0.0398,-0.0482,-0.1493,0.162
44.851631,0.0007,-0.0402,-0.0804,0.09
44.87141,0.0936,-0.0104,0.0046,0.094
44.897723,0.3007,-0.0774,0.003,0.31
44.91122,0.1464,0.0356,0.0584,0.162
44.932799,0.235,-0.0239,0.0525,0.242
44.951592,0.1491,0.0394,-0.0415,0.16
44.97112,0.2217,0.0584,-0.1289,0.263
44.991005,0.1627,0.1904,-0.0125,0.251
45.013404,0.1735,0.1294,-0.1713,0.276
45.031143,0.1341,0.2013,-0.1465,0.283
45.051386,0.072,0.1332,-0.0396,0.156
45.071059,-0.0189,0.0266,-0.026,0.042
45.090728,-0.0303,-0.0872,-0.2076,0.227
45.112165,-0.1228,-0.0662,-0.3136,0.343
45.13033,-0.1562,0.0233,-0.139,0.21
45.150711,-0.1502,0.0113,0.1055,0.184
45.170564,-0.0076,-0.0597,0.3639,0.369
45.190366,0.0546,-0.0987,0.4665,0.48
45.211324,0.0617,-0.1556,0.293,0.337
45.230556,0.0931,-0.2394,-0.0967,0.274
45.251473,-0.1176,-0.1476,-0.085,0.207
45.270389,-0.2357,-0.0561,-0.0288,0.244
45.290211,-0.0362,-0.1217,-0.2034,0.24
45.31391,-0.0229,-0.0981,-0.2071,0.23
45.330062,-0.0357,-0.0473,0.1247,0.138
45.350154,0.0227,-0.0921,0.3048,0.319
45.370203,0.0475,-0.0825,0.1189,0.152
45.389891,0.0108,-0.0758,-0.1268,0.148
45.409799,-0.087,-0.0024,-0.1978,0.216
45.429597,-0.1019,0.1145,-0.172,0.23
45.450005,-0.0,0.062,-0.2447,0.252
45.469758,0.0488,0.051,-0.1956,0.208
45.489553,0.011,0.0945,-0.1548,0.182
45.513123,0.0424,0.0598,-0.106,0.129
45.529413,-0.0217,0.0818,-0.0651,0.107
45.550283,0.0063,0.0437,-0.0645,0.078
45.569812,-0.0952,0.0403,0.0053,0.104
45.589691,-0.0327,0.0151,0.0308,0.047
45.609793,-0.0611,-0.019,-0.0986,0.118
45.629101,-0.135,0.0234,-0.4109,0.433
45.649401,-0.3104,0.1591,-0.5215,0.627
45.669225,-0.1652,0.0431,-0.3316,0.373
45.689193,0.029,-0.0372,-0.0377,0.06
45.713889,0.0097,0.0201,0.288,0.289
45.728936,0.1374,0.0436,0.3959,0.421
45.749349,0.1512,0.0341,0.6459,0.664
45.769352,0.1813,-0.1149,0.445,0.494
45.789353,0.0767,-0.0529,0.1798,0.202
45.811609,0.0571,-0.0016,0.0946,0.11
45.829008,0.0708,-0.097,-0.013,0.121
45.849028,0.0682,-0.1003,-0.0169,0.122
45.869033,0.0784,-0.0931,-0.0006,0.122
45.890888,0.0777,-0.0431,-0.0334,0.095
45.909011,0.0786,0.0437,0.1631,0.186
45.928903,0.0615,-0.0272,0.0871,0.11
45.949511,0.0572,-0.0611,-0.0565,0.101
45.968843,-0.0459,0.0081,-0.1572,0.164
45.990617,-0.0734,0.0488,-0.1953,0.214
46.008561,-0.047,-0.0624,-0.136,0.157
46.028599,-0.0527,-0.0643,0.0555,0.1
46.048526,-0.0408,0.0482,0.113,0.129
46.069007,0.0596,-0.0023,0.0872,0.106
46.094293,0.0617,0.007,-0.0232,0.066
46.11212,-0.0022,0.0437,-0.0288,0.052
46.127931,-0.1007,0.0354,-0.0505,0.118
46.148232,-0.0501,0.0058,-0.1267,0.136
46.168351,-0.0117,-0.0055,-0.0841,0.085
46.196397,-0.0244,0.0162,-0.0312,0.043
46.20796,-0.0133,0.0245,0.1597,0.162
46.227934,0.0577,-0.0241,0.1306,0.145
46.248716,0.0228,-0.0245,-0.0578,0.067
46.268294,-0.0176,0.0364,-0.1522,0.157
46.291825,-0.0188,0.0172,-0.0516,0.058
46.310286,0.0491,-0.0527,0.0902,0.115
46.328132,0.0221,-0.0098,0.0156,0.029
46.348024,0.0062,0.027,-0.0242,0.037
46.367734,0.014,0.0095,-0.0135,0.022
46.395867,0.0256,-0.0068,0.0062,0.027
46.407347,0.0099,-0.026,0.0679,0.073
46.427525,-0.0298,-0.0107,0.0348,0.047
46.449791,-0.0119,-0.0121,-0.0215,0.027
46.468021,0.0081,0.0117,-0.0416,0.044
46.493085,-0.0052,0.0074,-0.0211,0.023
46.507715,-0.0517,-0.0154,0.0107,0.055
46.527249,0.0288,0.0431,-0.0005,0.052
46.548514,0.0087,0.0054,0.0533,0.054
46.567492,-0.0148,-0.0205,0.0612,0.066
46.58946,-0.0077,-0.0119,-0.0203,0.025
46.606994,-0.0025,-0.0304,-0.045,0.054
46.627042,-0.0212,-0.0224,0.0394,0.05
46.647973,-0.051,-0.0276,0.0433,0.072
46.667193,-0.0707,-0.0093,-0.0065,0.072
46.689616,-0.0021,0.0228,0.0248,0.034
46.707622,0.0114,-0.0004,0.0158,0.019
46.727621,0.0062,-0.0094,-0.0072,0.013
46.747906,0.0363,-0.0013,-0.025,0.044
46.76685,-0.0033,0.0034,-0.0055,0.007
46.789449,0.0208,-0.0048,-0.0046,0.022
46.806612,-0.0011,0.0343,-0.01,0.036
46.826558,-0.029,0.0204,0.0449,0.057
46.84762,-0.0198,0.0249,0.021,0.038
46.867301,-0.0281,-0.014,0.0606,0.068
46.89135,-0.0328,-0.0111,-0.043,0.055
46.907522,-0.009,-0.0209,-0.0767,0.08
46.934559,0.0061,-0.0098,-0.0169,0.02
46.947505,0.0283,0.011,-0.0263,0.04
46.966523,-0.0008,0.0365,0.0053,0.037
46.989479,0.0298,-0.018,-0.002,0.035
47.006383,-0.0031,-0.013,0.0381,0.04
47.026202,-0.014,-0.0163,0.0003,0.021
47.04797,-0.0289,0.0253,-0.0146,0.041
47.066761,-0.0151,-0.007,-0.011,0.02
47.089183,0.0082,0.0066,0.0016,0.011
47.10589,-0.0031,-0.0203,0.054,0.058
47.12569,0.002,-0.0097,-0.0102,0.014
47.145531,0.0212,-0.0129,0.019,0.031
47.166308,-0.0218,0.0019,0.014,0.026
47.197446,-0.0155,0.0148,0.0515,0.056
47.205959,-0.0116,-0.0123,-0.0645,0.067
47.225562,-0.0072,0.0213,-0.0827,0.086
47.244963,0.0072,0.0063,0.0609,0.062
47.265283,-0.0145,-0.0136,0.0079,0.021
47.289536,0.0159,-0.0139,-0.0272,0.034
47.305498,0.019,-0.0171,-0.0312,0.04
47.325341,-0.0518,-0.0282,0.089,0.107
47.345182,-0.0199,-0.0124,0.0523,0.057
47.366021,-0.022,-0.0301,0.003,0.037
47.392,-0.0037,-0.0094,-0.0199,0.022
47.406659,0.0208,0.0135,-0.0282,0.038
47.425323,0.0273,0.0044,-0.0157,0.032
47.444925,0.0274,-0.0084,-0.0392,0.049
47.465262,0.0279,0.0346,0.0341,0.056
47.489307,0.0067,0.0119,0.0448,0.047
47.505068,-0.0655,0.0037,0.0363,0.075
47.525741,0.0117,0.0213,-0.0234,0.034
47.546075,0.0066,-0.0109,0.0346,0.037
47.565588,0.0137,-0.014,0.0007,0.02
47.594653,0.0049,-0.0032,-0.0969,0.097
47.604542,-0.0042,-0.0291,-0.075,0.081
47.624809,-0.0426,0.0374,0.0289,0.064
47.644695,-0.0036,-0.0059,0.0834,0.084
47.665565,-0.0054,0.0246,0.0055,0.026
47.690073,-0.0249,0.0212,-0.0018,0.033
47.705902,0.0124,0.0037,0.0053,0.014
47.724272,0.0313,-0.0325,0.004,0.045
47.744224,-0.008,0.0004,0.1001,0.1
47.764572,0.0319,-0.0215,-0.0071,0.039
47.794181,-0.0653,-0.009,-0.0479,0.081
47.804442,0.0157,0.0043,-0.1227,0.124
47.824679,0.0257,0.0118,-0.0107,0.03
47.844237,0.0094,-0.0354,0.0803,0.088
47.864403,0.0336,-0.0188,-0.051,0.064
47.884169,0.0174,0.0095,0.0205,0.029
47.905342,-0.0467,0.0227,0.1629,0.171
47.924393,0.0406,0.0261,0.1007,0.112
47.945061,-0.027,-0.0072,-0.0685,0.074
47.964266,0.0115,0.0316,-0.0919,0.098
47.984175,0.0015,-0.0667,-0.141,0.156
48.005352,0.0117,-0.048,-0.0789,0.093
48.023762,-0.0371,-0.0531,-0.0434,0.078
48.043223,-0.0486,0.0173,0.0352,0.062
48.063702,-0.0215,0.0424,0.0498,0.069
48.083696,0.0057,-0.0119,-0.0293,0.032
48.103335,-0.0169,-0.0362,0.0244,0.047
48.124808,-0.0036,-0.028,-0.054,0.061
48.143197,0.0362,0.0306,0.0773,0.091
48.163983,0.0819,-0.0157,-0.1104,0.138
48.183315,0.039,0.0281,-0.1392,0.147
48.203036,0.0213,-0.0079,-0.0264,0.035
48.223338,-0.0881,0.027,0.2158,0.235
48.243005,0.0915,-0.0478,0.2075,0.232
48.265668,0.1798,-0.027,0.0565,0.19
48.284117,-0.1001,0.0691,0.0054,0.122
48.305492,-0.013,0.0477,0.1153,0.126
48.328492,-0.1867,0.0003,-0.1454,0.237
48.342648,-0.1207,0.0482,-0.2425,0.275
48.366177,-0.0284,0.0354,-0.0147,0.048
48.382925,0.0089,-0.0107,0.0191,0.024
48.410465,0.0403,0.0371,0.0251,0.06
48.423107,0.0115,-0.0045,0.0617,0.063
48.442829,0.0297,-0.0191,-0.0447,0.057
48.463781,-0.0106,-0.0247,-0.0189,0.033
48.482393,-0.0231,-0.0174,0.0799,0.085
48.504484,-0.0289,-0.0265,0.0101,0.04
48.522306,-0.0003,0.0072,0.052,0.052
48.542048,-0.0703,0.0081,0.0555,0.09
48.562832,-0.019,-0.0124,0.0839,0.087
48.583064,0.2486,-0.0574,-0.2876,0.384
48.60561,0.154,-0.0018,-0.9807,0.993
48.621747,-0.1198,0.0448,0.7197,0.731
