time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
71.247718,0.0296,-0.0021,-0.0234,0.038
71.269925,-0.0054,0.0013,0.0114,0.013
71.287623,0.0078,0.0111,0.0124,0.018
71.30764,-0.0125,0.0137,0.0229,0.029
71.327527,-0.0139,-0.01,0.0194,0.026
71.347796,-0.0126,-0.0218,0.0179,0.031
71.375388,0.0005,-0.0243,-0.0186,0.031
71.391881,0.0086,-0.0226,-0.0159,0.029
71.407642,0.0229,-0.0049,-0.015,0.028
71.427302,0.0155,0.0124,-0.0142,0.024
71.447074,0.0276,0.0292,0.0047,0.04
71.471237,0.0303,0.0554,-0.0103,0.064
71.487326,0.012,0.0439,-0.0297,0.054
71.507191,-0.0035,0.0377,-0.0229,0.044
71.527217,0.0127,0.0317,-0.0237,0.042
71.547326,0.012,0.031,-0.0153,0.037
71.579922,0.0021,0.0167,-0.0266,0.031
71.58718,0.0017,0.0146,-0.023,0.027
71.608024,-0.0181,-0.0014,-0.019,0.026
71.626929,-0.0166,0.0157,-0.0123,0.026
71.646773,-0.0063,0.0347,-0.003,0.035
71.673742,-0.0052,0.0463,-0.0109,0.048
71.687487,-0.0063,0.0271,-0.0067,0.029
71.706622,-0.0104,0.0132,-0.0188,0.025
71.733388,-0.003,-0.0052,0.0123,0.014
71.746515,-0.0098,0.0055,0.0142,0.018
71.773645,-0.0212,-0.0239,0.0061,0.033
71.787546,-0.0207,-0.022,0.0032,0.03
71.806538,-0.0019,-0.0229,-0.0013,0.023
71.826168,0.0063,-0.0104,-0.0026,0.012
71.846167,0.0087,-0.0146,0.0132,0.022
71.874164,-0.0022,-0.009,0.0113,0.015
71.89247,0.0087,-0.0038,0.0001,0.01
71.906303,0.001,-0.0065,-0.0229,0.024
71.926016,0.0033,-0.0112,0.0109,0.016
71.94593,0.0197,-0.0067,0.0202,0.029
71.966243,0.0056,-0.0139,0.0077,0.017
71.986226,0.0081,-0.0212,-0.0047,0.023
72.006075,0.0037,-0.0119,-0.0119,0.017
72.025793,0.004,-0.0096,0.0,0.01
72.045855,0.0088,-0.0007,-0.0023,0.009
72.066771,0.0112,-0.0108,0.0023,0.016
72.086123,0.0019,0.01,0.0043,0.011
72.105902,0.0088,0.0139,-0.0072,0.018
72.125601,-0.0085,0.022,-0.0085,0.025
72.145457,-0.0271,0.0184,0.0037,0.033
72.166855,-0.0213,0.0266,0.0084,0.035
72.185716,-0.0132,0.0302,-0.0015,0.033
72.205595,-0.0054,0.0271,-0.0088,0.029
72.225268,0.0018,0.0054,-0.0038,0.007
72.245238,0.0116,0.0102,-0.0087,0.018
72.266725,0.0139,0.0153,0.0007,0.021
72.285473,0.0111,0.0083,-0.0228,0.027
72.305342,0.006,0.0041,-0.001,0.007
72.324968,-0.0038,-0.0001,-0.0034,0.005
72.344948,0.0151,-0.0067,-0.0036,0.017
72.365375,0.0121,-0.0014,-0.013,0.018
72.385166,0.0159,0.0108,-0.005,0.02
72.405143,0.0079,0.0086,-0.0047,0.013
72.42509,0.0123,0.0136,-0.0023,0.018
72.44532,0.0098,-0.0054,-0.0139,0.018
72.466152,0.0093,-0.0239,-0.0084,0.027
72.484968,0.0015,-0.0023,-0.0215,0.022
72.504819,0.0151,0.0043,-0.0113,0.019
72.524611,-0.0043,0.0225,-0.0037,0.023
72.545119,-0.0228,-0.0061,0.0147,0.028
72.56779,0.0137,0.0081,0.0114,0.02
72.584542,0.0089,0.0037,-0.0035,0.01
72.604625,0.0016,-0.0129,-0.0012,0.013
72.624287,0.0086,-0.0171,0.0008,0.019
72.644247,0.0037,-0.0122,-0.0066,0.014
72.664945,0.013,-0.01,-0.0062,0.017
72.684489,0.0171,-0.015,-0.0129,0.026
72.704387,0.0111,-0.001,-0.0024,0.011
72.724194,0.0104,0.0054,0.0101,0.015
72.744139,0.0074,0.0091,0.008,0.014
72.769692,-0.0214,0.0057,-0.0057,0.023
72.784827,-0.0142,0.0097,0.0018,0.017
72.804451,-0.0067,0.0159,-0.0027,0.017
72.823962,0.0029,0.0198,-0.0096,0.022
72.843932,-0.0068,0.0163,-0.0092,0.02
72.865243,-0.0044,-0.0034,-0.0184,0.019
72.884133,0.0029,-0.0015,-0.0014,0.004
72.903873,0.0075,0.0124,-0.0034,0.015
72.923914,-0.0,0.0142,-0.0028,0.015
72.943739,0.0021,0.0018,-0.0002,0.003
72.972541,0.0067,-0.0031,0.0024,0.008
72.984499,0.004,-0.0007,-0.0046,0.006
73.003588,0.0201,0.0206,-0.0114,0.031
73.023496,0.0052,0.0015,0.0009,0.005
73.043405,-0.0092,0.0088,-0.0015,0.013
73.065131,-0.0021,0.0109,-0.0014,0.011
73.083335,0.0096,-0.0015,0.006,0.011
73.103337,0.0089,-0.0011,-0.0006,0.009
73.123535,0.0061,0.0041,-0.0121,0.014
73.143323,0.0082,0.0062,-0.0187,0.021
73.164599,-0.0108,-0.006,0.0031,0.013
73.183232,-0.0079,-0.0085,0.0197,0.023
73.2033,0.0113,0.0031,0.017,0.021
73.223069,-0.0032,0.0166,0.0005,0.017
73.243445,-0.001,0.011,-0.0111,0.016
73.263562,0.0061,0.0108,0.0008,0.012
73.283246,0.0037,0.0081,0.0053,0.01
73.303118,-0.001,0.0011,-0.0112,0.011
73.322796,-0.0011,-0.0081,-0.0041,0.009
73.342855,0.0038,-0.0147,-0.0069,0.017
73.362933,0.0252,0.005,-0.0095,0.027
73.382888,0.0082,-0.0021,-0.0073,0.011
73.403059,0.008,-0.0185,-0.0142,0.025
73.422601,-0.006,-0.0113,0.0004,0.013
73.442929,0.0183,-0.0046,-0.0047,0.019
73.462402,0.0111,-0.0101,-0.0187,0.024
73.482774,-0.0053,-0.0015,-0.0114,0.013
73.502319,-0.0004,0.0144,0.0032,0.015
73.522253,-0.0004,0.004,-0.0014,0.004
73.542576,0.0042,0.0081,-0.0037,0.01
73.56409,0.0017,0.0238,-0.0079,0.025
73.582267,0.0017,0.0203,-0.0076,0.022
73.602651,-0.0056,0.0123,-0.0144,0.02
73.622103,0.0034,0.0046,-0.0042,0.007
73.642064,-0.0048,-0.0006,-0.0123,0.013
73.664486,-0.0064,0.0154,-0.0104,0.02
73.682071,-0.0124,0.0241,0.0099,0.029
73.702057,-0.0054,0.052,0.0051,0.053
73.72188,-0.0041,0.0358,0.0035,0.036
73.742432,-0.0016,0.0115,-0.0131,0.018
73.762725,0.018,0.0002,0.0193,0.026
73.78301,0.0207,-0.0219,0.0058,0.031
73.80182,0.0231,-0.0438,-0.0003,0.05
73.821691,0.0322,-0.0425,-0.0244,0.059
73.841589,0.0022,-0.0664,-0.0203,0.069
73.861356,0.0027,-0.056,-0.0196,0.059
73.883693,0.0018,-0.0189,0.0055,0.02
73.901475,-0.0045,-0.0025,0.0261,0.027
73.921599,-0.017,0.0135,0.0127,0.025
73.941441,-0.0362,0.0205,0.009,0.043
73.961705,-0.0169,0.0231,0.0029,0.029
73.994097,0.0023,0.0305,-0.0107,0.032
74.002409,0.0044,0.0381,0.0111,0.04
74.020975,0.0064,0.0297,-0.0006,0.03
74.040922,0.0179,0.0355,-0.0144,0.042
74.061855,0.01,0.0152,-0.028,0.033
74.081311,0.0096,0.0007,-0.011,0.015
74.101148,0.0024,-0.0036,-0.011,0.012
74.121222,0.0141,0.011,-0.0156,0.024
74.141095,0.0091,0.0095,0.0007,0.013
74.160722,0.0139,0.0052,-0.0022,0.015
74.188595,0.021,0.0034,-0.0098,0.023
74.200895,0.0166,-0.0033,-0.0035,0.017
74.220599,0.0216,0.0021,-0.0017,0.022
74.240461,0.0168,0.0051,-0.0021,0.018
74.260754,0.0025,-0.0041,-0.0048,0.007
74.280663,-0.002,0.0083,0.0019,0.009
74.300466,-0.0131,-0.0007,-0.0037,0.014
74.320676,-0.0056,-0.0047,0.0032,0.008
74.34029,-0.0053,0.0077,0.0124,0.016
74.360312,-0.0095,0.0032,0.0164,0.019
74.385088,-0.0111,-0.0015,0.006,0.013
74.40069,-0.0084,-0.0084,0.0035,0.012
74.420275,-0.0084,-0.0107,0.0014,0.014
74.44026,-0.0038,0.001,0.002,0.004
74.460093,0.0121,-0.0132,-0.002,0.018
74.481017,0.002,0.0103,-0.0109,0.015
74.500128,0.0137,-0.0068,-0.0131,0.02
74.520208,-0.001,-0.0044,-0.0242,0.025
74.539821,0.0012,0.0053,-0.0142,0.015
74.559996,-0.001,0.0174,-0.0167,0.024
74.586022,-0.0115,-0.0014,-0.0007,0.012
74.600209,0.014,-0.0032,-0.0046,0.015
74.619679,0.0199,-0.0072,-0.0132,0.025
74.639401,0.0106,-0.0093,-0.0017,0.014
74.659617,0.0054,-0.0117,0.0148,0.02
74.682117,0.0047,-0.0028,-0.0015,0.006
74.699843,0.0037,0.0147,0.0042,0.016
74.719746,0.0029,0.0178,0.0025,0.018
74.739734,-0.0027,0.0212,0.008,0.023
74.75946,-0.0105,0.0225,0.0087,0.026
74.788686,0.0032,0.0332,0.0162,0.037
74.799347,-0.0186,0.0274,0.0138,0.036
74.819102,-0.0185,0.0151,0.0182,0.03
74.838998,-0.0085,0.008,0.0223,0.025
74.859377,0.0105,0.0155,0.0096,0.021
74.883527,0.0244,-0.0054,0.0185,0.031
74.899304,0.0118,-0.0145,0.0086,0.021
74.923659,0.0087,-0.0115,0.0011,0.014
74.938845,0.0081,-0.0109,0.0106,0.017
74.958884,0.0072,-0.0107,0.0085,0.015
74.984509,0.0087,-0.0271,0.0156,0.032
74.998722,0.0127,-0.0125,0.013,0.022
75.018845,0.012,-0.0146,0.001,0.019
75.03845,-0.0024,0.0019,-0.0037,0.005
75.058482,-0.0098,0.0151,0.0084,0.02
75.082816,-0.0097,0.0139,0.0249,0.03
75.09932,-0.0166,0.0183,0.0054,0.025
75.11857,0.0028,0.0039,-0.002,0.005
75.138547,-0.0113,-0.0031,0.0049,0.013
75.158859,-0.0064,0.0086,0.0026,0.011
75.186703,-0.0086,0.0061,0.0071,0.013
75.202384,-0.0153,0.0135,0.0136,0.025
75.218311,0.004,0.0085,0.0036,0.01
75.238159,0.0154,0.004,-0.0058,0.017
75.257848,0.0055,-0.0072,-0.0054,0.011
75.280661,0.0125,-0.0019,-0.0148,0.019
75.298022,0.0029,0.0125,-0.0267,0.03
75.318281,-0.0157,-0.0061,-0.0075,0.018
75.338152,-0.0004,0.0161,-0.0012,0.016
75.359582,0.0029,0.0193,0.0023,0.02
75.378405,-0.0014,0.0032,-0.0008,0.004
75.398078,-0.0078,-0.0172,0.0125,0.023
75.417859,0.0045,-0.0085,0.0094,0.013
75.437623,0.0047,-0.0027,-0.0028,0.006
75.45779,0.0092,-0.004,-0.0006,0.01
75.482991,-0.0009,-0.0104,-0.0005,0.01
75.497616,0.0009,-0.0027,-0.0119,0.012
75.5177,0.0073,0.012,0.0051,0.015
75.537348,-0.0077,0.0071,0.003,0.011
75.55958,-0.0081,-0.0092,0.0059,0.014
75.577514,0.0013,0.0102,0.0014,0.01
75.59753,0.0108,0.008,-0.0128,0.019
75.617279,0.0081,0.0108,-0.015,0.02
75.637225,0.0081,0.0042,-0.0221,0.024
75.657153,0.0174,0.0075,-0.0127,0.023
75.677646,0.0126,0.0083,-0.0127,0.02
75.697196,0.0124,0.0017,-0.0103,0.016
75.717149,0.0029,-0.0073,-0.0032,0.008
75.73707,0.0009,0.0051,-0.0082,0.01
75.758222,0.0059,0.0034,-0.0155,0.017
75.777002,0.0176,0.0131,-0.013,0.026
75.797169,0.0058,0.0015,-0.0013,0.006
75.816892,-0.0083,-0.0097,-0.0133,0.018
75.836795,-0.001,-0.0113,-0.0178,0.021
75.856602,-0.0104,0.0058,-0.0083,0.014
75.878546,-0.0077,0.0084,-0.0012,0.011
75.896827,0.0071,-0.0005,0.015,0.017
75.916615,0.0147,-0.0142,-0.007,0.022
75.936481,0.01,0.0074,-0.0188,0.023
75.956357,0.0002,-0.0003,-0.0322,0.032
75.976588,0.0072,-0.0196,-0.0053,0.022
75.996485,-0.007,0.0137,-0.0098,0.018
76.016555,0.0026,0.0227,-0.0212,0.031
76.0363,-0.0139,0.0127,-0.0253,0.031
76.056173,-0.0106,-0.0041,-0.0132,0.017
76.076249,0.0114,0.0128,0.0076,0.019
76.096605,-0.0024,0.0058,-0.0049,0.008
76.116213,-0.0016,0.0109,0.0042,0.012
76.136253,-0.0012,0.0086,0.0039,0.01
76.156578,0.011,-0.0078,-0.0224,0.026
76.1765,0.0084,-0.0029,-0.0056,0.01
76.195992,0.0102,-0.0072,-0.0171,0.021
76.216018,0.0096,-0.0094,-0.0094,0.016
76.235969,0.0018,0.0069,0.0053,0.009
76.256236,0.0079,0.0109,-0.0105,0.017
76.276184,-0.0115,0.0104,-0.0027,0.016
76.29565,-0.0042,0.0054,-0.0073,0.01
76.315765,-0.0016,0.0122,-0.0096,0.016
76.335929,0.0031,0.0189,-0.0115,0.022
76.355807,0.0102,0.014,-0.0086,0.019
76.375887,0.003,0.009,0.0009,0.01
76.402715,0.0052,-0.0028,-0.0107,0.012
76.415413,0.0005,0.0046,-0.0153,0.016
76.435408,0.0005,0.0072,-0.0174,0.019
76.455366,-0.0092,-0.0025,-0.0121,0.015
76.475622,0.0049,0.0023,0.0047,0.007
76.495649,-0.0025,0.0072,-0.0048,0.009
76.515987,-0.0049,0.0025,-0.0022,0.006
76.535665,-0.0118,-0.0018,-0.0139,0.018
76.555491,-0.0023,0.0051,-0.0157,0.017
76.575288,0.0021,-0.0048,-0.0127,0.014
76.599392,0.0016,-0.0045,-0.0052,0.007
76.614963,0.0037,0.0122,-0.0121,0.018
76.635199,0.0059,0.0094,-0.0094,0.015
76.654653,0.0147,-0.0168,-0.0089,0.024
76.674786,0.007,-0.0071,-0.0086,0.013
76.695032,0.0145,0.0142,-0.025,0.032
76.715278,0.0045,0.0089,-0.0216,0.024
76.734817,-0.0048,0.006,-0.0114,0.014
76.754908,0.0128,0.0149,0.0047,0.02
76.777932,0.0083,0.0191,0.011,0.024
76.794897,0.0015,0.0093,-0.0037,0.01
76.815018,-0.0144,-0.0003,-0.0018,0.014
76.835385,0.0027,-0.0096,-0.0138,0.017
76.854597,0.0099,-0.0028,-0.0041,0.011
76.874456,0.0071,-0.0011,0.001,0.007
76.900505,0.0092,-0.0061,-0.008,0.014
76.914582,-0.0031,0.0106,-0.0003,0.011
76.934515,0.0084,0.0074,-0.0045,0.012
76.95437,-0.0133,0.0139,-0.0017,0.019
76.974319,-0.0132,0.0062,0.0058,0.016
77.006173,0.0012,0.0151,-0.0012,0.015
77.014288,0.0009,0.0146,-0.0102,0.018
77.034279,0.0027,0.0163,0.0,0.017
77.053819,0.0095,0.0206,-0.002,0.023
77.073918,0.0069,0.0106,0.0053,0.014
77.099652,0.0209,-0.0062,-0.0207,0.03
77.113967,0.016,0.0085,-0.0039,0.018
77.134711,0.0039,-0.0005,-0.004,0.006
77.153896,0.0204,0.0068,-0.0039,0.022
77.173915,0.0105,0.0063,-0.0085,0.015
77.196756,0.015,-0.0058,0.013,0.021
77.213708,-0.0017,0.0015,0.0007,0.002
77.233678,0.0126,-0.0078,-0.0018,0.015
77.253537,0.0031,-0.0073,-0.0137,0.016
77.274498,-0.0017,-0.0191,0.0054,0.02
77.294308,0.0029,-0.007,0.0055,0.009
77.3138,0.0104,0.0001,0.0027,0.011
77.333976,0.0007,0.0138,0.0076,0.016
77.35345,-0.0068,-0.0033,-0.0017,0.008
77.373182,-0.0138,0.0065,-0.0063,0.016
77.395663,0.0006,0.0154,-0.0106,0.019
77.413846,-0.0139,0.0005,-0.0193,0.024
77.433337,-0.0159,0.0191,-0.0071,0.026
77.453313,0.0081,0.0067,0.0023,0.011
77.473234,0.0152,0.0159,-0.0075,0.023
77.493495,-0.0018,-0.001,0.0021,0.003
77.512979,0.0104,-0.0056,0.0066,0.014
77.532973,0.0056,-0.0099,-0.0126,0.017
77.553184,0.0078,0.0141,-0.0124,0.02
77.572827,0.0145,-0.0002,-0.0026,0.015
77.59391,0.0072,-0.0142,0.0021,0.016
77.613242,0.0021,0.0094,-0.0048,0.011
77.633244,0.0109,0.0039,-0.0068,0.013
77.653054,-0.0135,0.0057,-0.0156,0.021
77.67386,-0.0184,-0.0063,-0.0053,0.02
77.697216,-0.006,0.0006,0.0113,0.013
77.714331,0.0058,0.0169,0.0114,0.021
77.732572,0.0034,0.0212,-0.0077,0.023
77.752511,0.0009,0.0042,0.0019,0.005
77.772522,-0.0036,0.0091,0.0017,0.01
77.794739,0.0018,0.0043,-0.0105,0.012
77.812415,0.0166,0.0046,-0.0086,0.019
77.832728,0.0073,0.0095,-0.0016,0.012
77.852108,0.0071,0.0025,0.0103,0.013
77.871916,0.0092,0.0026,-0.0018,0.01
77.894533,0.0017,-0.0021,0.0006,0.003
77.912952,-0.0013,-0.002,-0.0061,0.007
77.93297,0.0127,0.0007,0.0012,0.013
77.952167,-0.0041,-0.0089,-0.0035,0.01
77.973095,0.0007,0.0051,-0.0009,0.005
77.994972,-0.0087,0.0074,0.0063,0.013
78.012117,-0.0011,0.0005,-0.0012,0.002
78.032098,0.0155,0.0005,-0.0013,0.016
78.05204,0.0127,0.0097,-0.0105,0.019
78.084892,0.0192,-0.0066,-0.0172,0.027
78.091626,-0.0048,-0.0038,-0.0143,0.016
78.111932,0.0117,0.0128,-0.0093,0.02
78.131422,-0.0119,0.0076,-0.0208,0.025
78.151283,-0.0042,0.0025,0.0009,0.005
78.171396,0.0078,0.0045,0.0102,0.014
78.192832,0.0102,0.0018,0.0074,0.013
78.21406,-0.0153,0.0114,-0.0054,0.02
78.231185,-0.003,-0.0025,-0.001,0.004
78.251097,-0.0001,-0.0067,-0.0201,0.021
78.271443,0.0118,0.0006,-0.0032,0.012
78.291084,0.0069,-0.0017,0.0039,0.008
78.311173,0.002,-0.0086,-0.0103,0.014
78.331125,0.0066,0.0031,-0.005,0.009
78.350673,-0.0011,0.0024,0.0096,0.01
78.370856,-0.0184,0.0043,0.0031,0.019
78.390584,-0.0135,0.006,-0.0011,0.015
78.410625,0.0008,0.0079,0.0015,0.008
78.430678,0.0082,0.0242,-0.0033,0.026
78.45034,0.008,0.0144,0.0014,0.017
78.470485,0.0122,-0.0026,-0.0101,0.016
78.490801,0.0046,0.014,0.0021,0.015
78.511781,0.0114,0.0046,-0.0001,0.012
78.530795,-0.0029,-0.005,-0.0025,0.006
78.550329,0.0112,-0.0048,-0.0001,0.012
78.571904,-0.0009,-0.007,-0.0073,0.01
78.591921,0.0016,0.0123,-0.0052,0.013
78.611351,0.0064,0.0029,-0.0031,0.008
78.630072,-0.003,0.008,-0.0055,0.01
78.650149,-0.0028,0.0128,-0.0152,0.02
78.671533,-0.0025,-0.0036,0.011,0.012
78.69067,-0.002,-0.0151,-0.0154,0.022
78.709939,-0.0163,0.0067,0.0038,0.018
78.729927,-0.0018,-0.0026,0.0082,0.009
78.749595,-0.0015,0.0048,0.0078,0.009
78.769577,0.0056,0.0189,0.0005,0.02
78.789489,0.0077,-0.0075,-0.0041,0.012
78.809518,0.0049,-0.0022,-0.0038,0.007
78.82953,0.0025,0.0075,-0.0153,0.017
78.849449,0.002,0.0096,-0.0193,0.022
78.871274,-0.0097,0.0067,0.0025,0.012
78.889522,0.0027,0.0018,0.0093,0.01
78.909675,0.0099,0.0015,0.0018,0.01
78.929443,0.0026,-0.0126,-0.0008,0.013
78.949369,0.0032,-0.0051,-0.0013,0.006
78.970382,0.0102,-0.007,-0.0017,0.013
78.989099,0.0079,0.0003,-0.0043,0.009
79.009953,0.0004,0.005,-0.0017,0.005
79.029839,0.0048,-0.0071,-0.0015,0.009
79.049261,0.0021,-0.0026,-0.0084,0.009
79.069126,0.0086,0.0088,-0.0054,0.013
79.089471,-0.0065,0.0033,-0.002,0.008
79.109096,-0.0138,0.0003,0.0104,0.017
79.12897,0.0029,0.012,-0.0181,0.022
79.148792,0.0006,0.0069,-0.004,0.008
79.168426,0.0031,0.0185,-0.0063,0.02
79.188647,0.003,0.0136,-0.0086,0.016
79.208687,0.0008,0.0112,-0.0042,0.012
79.228824,0.0059,0.0091,-0.0045,0.012
79.248542,-0.0012,-0.0051,-0.002,0.006
79.268329,0.0084,-0.0026,0.0005,0.009
79.288522,0.0086,0.007,0.0074,0.013
79.317021,-0.0056,0.0025,0.0022,0.007
79.328718,-0.0052,-0.0064,0.0018,0.008
79.348219,-0.0049,-0.0035,-0.0078,0.01
79.367953,0.0071,-0.001,0.0065,0.01
79.388284,-0.0002,0.0038,0.0089,0.01
79.408889,0.0022,0.0038,-0.0102,0.011
79.428449,-0.0028,-0.0037,-0.0027,0.005
79.448138,-0.0074,0.0033,0.0094,0.012
79.468036,0.0043,-0.0015,0.0142,0.015
79.488204,-0.0027,0.0036,0.0089,0.01
79.513905,0.0025,0.0083,-0.015,0.017
79.527964,0.007,0.008,-0.0052,0.012
79.547853,0.0161,-0.0087,-0.0072,0.02
79.567818,0.004,0.0059,-0.0044,0.008
79.587732,0.0181,0.0129,-0.0161,0.027
79.608467,-0.0105,0.003,-0.018,0.021
79.628037,-0.0074,0.0052,0.0031,0.01
79.647646,0.003,0.0146,-0.0025,0.015
79.667422,0.0152,0.0167,-0.003,0.023
79.688103,0.0037,-0.0041,0.0082,0.01
79.709475,-0.0075,-0.0156,-0.002,0.017
79.727321,0.0073,-0.0104,-0.0025,0.013
79.747365,0.0073,0.0016,0.0047,0.009
79.766849,0.0067,-0.0034,0.0072,0.01
79.78687,0.0041,-0.0107,-0.0116,0.016
79.80946,0.0037,0.0084,-0.0041,0.01
79.82735,-0.0017,0.0077,0.0129,0.015
79.847235,-0.0187,0.0096,0.0016,0.021
79.866994,-0.0042,-0.0026,-0.0029,0.006
79.88693,0.0078,0.0116,0.002,0.014
79.913278,0.0053,0.0159,0.0045,0.017
79.926827,0.0122,0.0131,-0.0049,0.019
79.947045,0.0118,0.0129,-0.0097,0.02
79.967129,0.0091,-0.0014,0.0096,0.013
79.986735,-0.0007,-0.001,-0.0165,0.017
80.006935,-0.0008,0.0019,-0.014,0.014
80.026686,0.0018,0.0022,0.0025,0.004
80.046653,0.0069,0.0004,0.0091,0.011
80.066706,-0.0023,0.0007,0.0014,0.003
80.086364,-0.0138,0.0055,0.0012,0.015
80.107296,0.0078,0.008,0.0104,0.015
80.12651,0.0101,0.0006,-0.0088,0.013
80.14641,0.0028,0.0031,-0.0064,0.008
80.166234,0.0077,-0.009,0.0031,0.012
80.186476,-0.0045,0.0029,-0.0016,0.006
80.211692,-0.0046,0.0076,0.0035,0.01
80.226428,-0.0116,0.0029,-0.0036,0.013
80.246442,0.0052,0.0029,0.0011,0.006
80.266402,0.0073,0.0144,-0.0059,0.017
80.286339,-0.0098,0.0092,-0.0101,0.017
80.308068,-0.0004,0.0069,-0.019,0.02
80.326215,0.0161,0.0111,-0.0256,0.032
80.346294,-0.0101,0.0011,-0.0013,0.01
80.36619,-0.0162,-0.0013,0.0125,0.021
80.385992,-0.0036,0.0176,0.0071,0.019
80.411405,0.0086,0.0152,0.0113,0.021
80.425644,-0.0028,-0.0038,0.0057,0.007
80.445653,0.0024,-0.0175,-0.0114,0.021
80.465338,0.0026,-0.0044,-0.009,0.01
80.485823,0.0118,-0.0038,-0.011,0.017
80.505726,0.0039,0.0033,-0.0035,0.006
80.525484,-0.0033,-0.013,-0.0081,0.016
80.545502,-0.0007,0.0203,-0.0126,0.024
80.565372,0.0106,0.0152,0.0018,0.019
80.58588,-0.0181,0.0246,0.0019,0.031
80.605366,0.0016,0.0126,-0.0057,0.014
80.62567,0.0018,0.0179,0.0035,0.018
80.645219,0.0093,0.0136,-0.004,0.017
80.665047,0.0095,0.0163,0.0002,0.019
80.685544,0.0141,0.0053,-0.0074,0.017
80.705377,0.0024,-0.0007,-0.0056,0.006
80.725194,0.0004,0.0049,-0.0062,0.008
80.745244,0.0007,-0.0038,-0.0112,0.012
80.765088,0.0105,-0.0032,-0.0069,0.013
80.786278,0.0081,-0.0045,-0.0051,0.011
80.804904,0.0014,0.0013,-0.0059,0.006
80.824944,-0.0001,0.0045,0.0004,0.004
80.844643,-0.0046,0.0031,-0.0071,0.009
80.864568,0.0026,-0.0035,-0.0094,0.01
80.88566,0.0001,0.0022,0.0047,0.005
80.905245,0.005,0.0054,-0.01,0.012
80.92519,-0.0021,0.0015,0.0064,0.007
80.944796,-0.0041,0.0047,0.0009,0.006
80.964364,-0.0083,-0.0062,0.0001,0.01
80.986589,-0.0099,0.0089,-0.0125,0.018
81.003958,-0.0049,0.0042,-0.008,0.01
81.024434,0.0024,-0.0075,-0.0056,0.01
81.044304,0.0069,-0.0113,-0.0199,0.024
81.064212,0.0094,0.0107,-0.0153,0.021
81.084247,0.0001,0.0107,-0.0175,0.021
81.105154,-0.0131,0.0038,0.0013,0.014
81.125546,-0.0003,-0.0006,0.0028,0.003
81.143985,0.0102,0.0189,-0.008,0.023
81.164169,0.0109,0.0023,0.0031,0.012
81.190963,0.0018,0.0028,0.0121,0.013
81.203597,0.0019,-0.0106,0.0117,0.016
81.223862,-0.0119,-0.0055,-0.0054,0.014
81.243677,0.0121,-0.0052,-0.0125,0.018
81.263425,0.0022,-0.0118,0.0068,0.014
81.283535,0.0064,0.0051,0.0046,0.009
81.303612,0.0175,0.0241,0.0,0.03
81.324224,-0.0046,0.0022,-0.0042,0.007
81.343508,0.0002,0.0091,0.0034,0.01
81.363785,-0.007,0.009,-0.0039,0.012
81.383305,0.0124,0.0109,-0.0064,0.018
81.403709,0.0101,0.0103,-0.0018,0.015
81.423917,-0.0044,-0.0044,-0.0065,0.009
81.443227,0.0027,0.0077,-0.0137,0.016
81.463241,0.0097,0.0005,-0.0018,0.01
81.483519,0.0025,-0.0089,-0.0039,0.01
81.502943,0.0002,-0.0135,0.0056,0.015
81.524154,0.0003,0.0082,-0.004,0.009
81.543456,0.0027,-0.0013,-0.0064,0.007
81.563082,-0.0,0.0009,-0.0085,0.009
81.58312,0.0067,0.0104,-0.0104,0.016
81.603232,0.0108,-0.004,0.0091,0.015
81.623159,0.0081,0.003,-0.0098,0.013
81.642874,0.0005,-0.0069,-0.0043,0.008
81.662722,-0.0048,-0.0118,0.0103,0.016
81.682503,-0.0028,-0.0024,-0.0038,0.005
81.702755,0.0084,0.0015,-0.0078,0.012
81.723838,0.0099,0.0006,-0.0024,0.01
81.74283,-0.0028,-0.0046,0.0053,0.008
81.762655,-0.0077,0.0068,-0.0086,0.013
81.782245,0.0158,0.0155,-0.0174,0.028
81.802793,-0.0127,0.0027,-0.0097,0.016
81.823922,-0.0121,-0.0002,0.0144,0.019
81.842352,0.0003,0.016,0.0186,0.025
81.862354,0.0006,0.0178,0.0084,0.02
81.882156,-0.0042,0.0031,0.0153,0.016
81.90235,-0.0012,0.003,-0.0117,0.012
81.925927,0.0018,-0.0017,-0.0097,0.01
81.942644,0.0185,-0.0017,-0.0122,0.022
81.962207,0.0252,-0.0252,0.0138,0.038
81.982027,0.0253,-0.0199,-0.0105,0.034
82.001953,0.0206,0.0067,0.0006,0.022
82.027285,0.014,0.0092,-0.0074,0.018
82.042015,-0.002,0.0259,-0.0056,0.027
82.061993,-0.0225,0.0427,-0.0086,0.049
82.081682,-0.0326,0.0288,0.0066,0.044
82.102072,-0.0427,0.02,0.0171,0.05
82.123766,-0.0316,-0.0046,0.0204,0.038
82.14167,-0.0303,0.0092,-0.0117,0.034
82.161524,-0.0175,0.0011,-0.0095,0.02
82.181434,-0.0165,0.0145,-0.0098,0.024
82.201161,-0.0118,0.0163,0.0139,0.024
82.221751,0.015,-0.0168,0.0122,0.026
82.24163,0.0479,-0.0294,-0.0081,0.057
82.261935,0.0362,-0.0616,-0.0471,0.086
82.281308,0.0238,0.001,-0.0165,0.029
82.30141,0.0214,0.019,-0.0287,0.041
82.329811,0.035,0.0271,0.0255,0.051
